meter_urn,measurement,resolution_code,rows,null_rows,null_pct,min_ts,max_ts
H1.Z19,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z19,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z19,WQ_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,WQ_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,W_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z19,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z20,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z20,WQ_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,WQ_out,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,W_out,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z20,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z21,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z21,WQ_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,WQ_out,1h,52522,0,0.00,2018-01-03 13:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,W_out,1h,52501,0,0.00,2018-01-04 10:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z21,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z22,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H1.Z22,WQ_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,WQ_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,W_out,1h,52501,0,0.00,2018-01-04 10:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z22,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,W,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,WQ,1h,52267,0,0.00,2018-01-14 04:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,WQ_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,WQ_out,1h,52267,0,0.00,2018-01-14 04:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,W_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z23,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,W,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,WQ,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,WQ_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,WQ_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,W_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z24,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,W,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,WQ,1h,52582,0,0.00,2018-01-01 01:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,WQ_in,1h,52582,0,0.00,2018-01-01 01:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,WQ_out,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,W_out,1h,52062,0,0.00,2018-01-22 17:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z25,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W1,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W2,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W3,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z26,W_out,1h,52331,0,0.00,2018-01-01 00:00:00+00:00,2023-12-21 10:00:00+00:00
H1.Z26,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W1,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W2,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W3,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z27,W_out,1h,48521,0,0.00,2018-01-01 00:00:00+00:00,2023-07-15 16:00:00+00:00
H1.Z27,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,W,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,W1,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,W2,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,W3,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,W_in,1h,52575,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 14:00:00+00:00
H1.Z28,W_out,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z28,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,W,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,W1,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,W2,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,W3,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,W_in,1h,52575,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 14:00:00+00:00
H1.Z29,W_out,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z29,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,I1,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,I2,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,I3,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,P,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,P1,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,P2,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,P3,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,PF,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,PF1,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,PF2,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,PF3,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,U1,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
