meter_urn,target_column,rank,column,corr,abs_corr
V.Z82,P,24,W2,-0.186859,0.186859
V.Z82,P,25,W,-0.186222,0.186222
V.Z82,P,26,W1,-0.183758,0.183758
V.Z82,P,27,W_out,-0.181048,0.181048
V.Z82,P,28,Sc,-0.081597,0.081597
V.Z82,P,29,f,-0.018431,0.018431
V.Z82,P,30,Dc,-0.003891,0.003891
H2.Z35,P,1,P2,0.997434,0.997434
H2.Z35,P,2,P3,0.996801,0.996801
H2.Z35,P,3,P1,0.996686,0.996686
H2.Z35,P,4,I2,0.891944,0.891944
H2.Z35,P,5,I3,0.889441,0.889441
H2.Z35,P,6,I1,0.889293,0.889293
H2.Z35,P,7,Q,0.706326,0.706326
H2.Z35,P,8,PF2,0.549978,0.549978
H2.Z35,P,9,PF,0.53595,0.53595
H2.Z35,P,10,PF1,0.534879,0.534879
H2.Z35,P,11,PF3,0.532803,0.532803
H2.Z35,P,12,W_out,-0.407924,0.407924
H2.Z35,P,13,U2,-0.355288,0.355288
H2.Z35,P,14,U1,-0.338877,0.338877
H2.Z35,P,15,U3,-0.287946,0.287946
H2.Z35,P,16,WQ_out,-0.286838,0.286838
H2.Z35,P,17,W_in,-0.279849,0.279849
H2.Z35,P,18,W,-0.278412,0.278412
H2.Z35,P,19,WQ_in,-0.274916,0.274916
H2.Z35,P,20,WQ,-0.27327,0.27327
H2.Z35,P,21,f,-0.250477,0.250477
H2.Z35,P,22,Igm,0.116024,0.116024
H2.Z35,P,23,Igc,0.115819,0.115819
H2.Z35,P,24,Sc,0.091481,0.091481
H2.Z35,P,25,Dp,-0.068993,0.068993
H2.Z35,P,26,Ua,-0.066291,0.066291
H2.Z35,P,27,Ah,-0.065022,0.065022
H2.Z35,P,28,Dc,0.038688,0.038688
H2.Z35,P,29,H,-0.038666,0.038666
H2.Z35,P,30,Ta,-0.015677,0.015677
H2.Z35,P,31,rho,0.006032,0.006032
H2.Z351,P,1,P2,0.99886,0.99886
H2.Z351,P,2,P1,0.998014,0.998014
H2.Z351,P,3,P3,0.997797,0.997797
H2.Z351,P,4,PF,0.8905,0.8905
H2.Z351,P,5,PF2,0.885704,0.885704
H2.Z351,P,6,PF1,0.885444,0.885444
H2.Z351,P,7,PF3,0.88261,0.88261
H2.Z351,P,8,Igc,-0.843713,0.843713
H2.Z351,P,9,Igm,-0.843614,0.843614
H2.Z351,P,10,I3,0.677866,0.677866
H2.Z351,P,11,I1,0.665671,0.665671
H2.Z351,P,12,I2,0.665075,0.665075
H2.Z351,P,13,Ua,0.539533,0.539533
H2.Z351,P,14,Ta,-0.468534,0.468534
H2.Z351,P,15,rho,0.39138,0.39138
H2.Z351,P,16,H,-0.351209,0.351209
H2.Z351,P,17,Dp,-0.17551,0.17551
H2.Z351,P,18,Sc,-0.174949,0.174949
H2.Z351,P,19,Ah,-0.151344,0.151344
H2.Z351,P,20,U2,-0.146204,0.146204
H2.Z351,P,21,U1,-0.101411,0.101411
H2.Z351,P,22,W_out,-0.0907,0.0907
H2.Z351,P,23,f,-0.06052,0.06052
H2.Z351,P,24,W1,-0.040704,0.040704
H2.Z351,P,25,W2,-0.039627,0.039627
H2.Z351,P,26,W_in,-0.039606,0.039606
H2.Z351,P,27,W,-0.039219,0.039219
H2.Z351,P,28,W3,-0.037306,0.037306
H2.Z351,P,29,U3,-0.030216,0.030216
H2.Z351,P,30,Dc,-0.005963,0.005963
H2.Z36,P,1,P2,0.9975,0.9975
H2.Z36,P,2,P3,0.997098,0.997098
H2.Z36,P,3,P1,0.996808,0.996808
H2.Z36,P,4,I2,0.895311,0.895311
H2.Z36,P,5,I3,0.893733,0.893733
H2.Z36,P,6,I1,0.892362,0.892362
H2.Z36,P,7,Q,0.697899,0.697899
H2.Z36,P,8,PF2,0.561956,0.561956
H2.Z36,P,9,PF,0.538076,0.538076
H2.Z36,P,10,PF1,0.535635,0.535635
H2.Z36,P,11,PF3,0.53121,0.53121
H2.Z36,P,12,W_out,-0.396816,0.396816
H2.Z36,P,13,U2,-0.358359,0.358359
H2.Z36,P,14,U1,-0.341832,0.341832
H2.Z36,P,15,U3,-0.292456,0.292456
H2.Z36,P,16,WQ_out,-0.290387,0.290387
H2.Z36,P,17,W_in,-0.284114,0.284114
H2.Z36,P,18,W,-0.282713,0.282713
H2.Z36,P,19,WQ_in,-0.279346,0.279346
H2.Z36,P,20,WQ,-0.27725,0.27725
H2.Z36,P,21,f,-0.222418,0.222418
H2.Z36,P,22,Igm,0.118282,0.118282
H2.Z36,P,23,Igc,0.118119,0.118119
H2.Z36,P,24,Sc,0.092515,0.092515
H2.Z36,P,25,Dp,-0.070139,0.070139
H2.Z36,P,26,Ua,-0.067284,0.067284
H2.Z36,P,27,Ah,-0.066204,0.066204
H2.Z36,P,28,H,-0.039512,0.039512
H2.Z36,P,29,Dc,0.038447,0.038447
H2.Z36,P,30,Ta,-0.016151,0.016151
H2.Z36,P,31,rho,0.006177,0.006177
H2.Z361,P,1,P2,0.998884,0.998884
H2.Z361,P,2,P1,0.99802,0.99802
H2.Z361,P,3,P3,0.997948,0.997948
H2.Z361,P,4,PF,0.890545,0.890545
H2.Z361,P,5,PF2,0.887031,0.887031
H2.Z361,P,6,PF1,0.885193,0.885193
H2.Z361,P,7,PF3,0.882064,0.882064
H2.Z361,P,8,Igc,-0.844562,0.844562
H2.Z361,P,9,Igm,-0.844479,0.844479
H2.Z361,P,10,I3,0.684795,0.684795
H2.Z361,P,11,I1,0.673924,0.673924
H2.Z361,P,12,I2,0.673782,0.673782
H2.Z361,P,13,Ua,0.541596,0.541596
H2.Z361,P,14,Ta,-0.470778,0.470778
H2.Z361,P,15,rho,0.393518,0.393518
H2.Z361,P,16,H,-0.352978,0.352978
H2.Z361,P,17,Dp,-0.176607,0.176607
H2.Z361,P,18,Sc,-0.175088,0.175088
H2.Z361,P,19,Ah,-0.152236,0.152236
H2.Z361,P,20,U2,-0.145988,0.145988
H2.Z361,P,21,U1,-0.100643,0.100643
H2.Z361,P,22,W_out,-0.095374,0.095374
H2.Z361,P,23,f,-0.061372,0.061372
H2.Z361,P,24,W1,-0.045698,0.045698
H2.Z361,P,25,W2,-0.044681,0.044681
H2.Z361,P,26,W_in,-0.044649,0.044649
H2.Z361,P,27,W,-0.044297,0.044297
H2.Z361,P,28,W3,-0.042497,0.042497
H2.Z361,P,29,U3,-0.028871,0.028871
H2.Z361,P,30,Dc,-0.006103,0.006103
H1.Z15,P,1,P2,0.999228,0.999228
H1.Z15,P,2,P3,0.998851,0.998851
H1.Z15,P,3,P1,0.998108,0.998108
H1.Z15,P,4,PF2,0.955383,0.955383
H1.Z15,P,5,PF3,0.954615,0.954615
H1.Z15,P,6,PF,0.95324,0.95324
H1.Z15,P,7,PF1,0.943115,0.943115
H1.Z15,P,8,Ta,0.639912,0.639912
H1.Z15,P,9,H,0.62499,0.62499
H1.Z15,P,10,rho,-0.603119,0.603119
H1.Z15,P,11,Dp,0.511768,0.511768
H1.Z15,P,12,Ah,0.507451,0.507451
H1.Z15,P,13,U3,-0.414047,0.414047
H1.Z15,P,14,Ua,-0.361844,0.361844
H1.Z15,P,15,Igm,0.36055,0.36055
H1.Z15,P,16,Igc,0.358307,0.358307
H1.Z15,P,17,I2,-0.351254,0.351254
H1.Z15,P,18,I3,-0.343412,0.343412
H1.Z15,P,19,U1,-0.321625,0.321625
H1.Z15,P,20,I1,-0.31693,0.31693
H1.Z15,P,21,U2,-0.314869,0.314869
H1.Z15,P,22,W_in,-0.135658,0.135658
H1.Z15,P,23,W1,-0.128365,0.128365
H1.Z15,P,24,W3,-0.126248,0.126248
H1.Z15,P,25,W,-0.12602,0.12602
H1.Z15,P,26,W2,-0.121443,0.121443
H1.Z15,P,27,W_out,-0.080087,0.080087
H1.Z15,P,28,Sc,-0.039187,0.039187
H1.Z15,P,29,f,-0.028404,0.028404
H1.Z15,P,30,Dc,0.009521,0.009521
H1.Z28,P,1,P2,0.998643,0.998643
H1.Z28,P,2,P1,0.998337,0.998337
H1.Z28,P,3,P3,0.99715,0.99715
H1.Z28,P,4,PF1,0.952602,0.952602
H1.Z28,P,5,PF,0.95046,0.95046
H1.Z28,P,6,PF3,0.94985,0.94985
H1.Z28,P,7,PF2,0.941124,0.941124
H1.Z28,P,8,Ta,0.625512,0.625512
H1.Z28,P,9,H,0.607953,0.607953
H1.Z28,P,10,rho,-0.588702,0.588702
H1.Z28,P,11,Dp,0.494906,0.494906
H1.Z28,P,12,Ah,0.490196,0.490196
H1.Z28,P,13,U3,-0.416852,0.416852
H1.Z28,P,14,Igm,0.370097,0.370097
H1.Z28,P,15,Igc,0.368062,0.368062
H1.Z28,P,16,Ua,-0.362962,0.362962
H1.Z28,P,17,U1,-0.329326,0.329326
H1.Z28,P,18,I2,-0.324525,0.324525
H1.Z28,P,19,U2,-0.304686,0.304686
H1.Z28,P,20,I3,-0.136561,0.136561
H1.Z28,P,21,W_in,-0.127265,0.127265
H1.Z28,P,22,W2,-0.122804,0.122804
H1.Z28,P,23,W3,-0.122749,0.122749
H1.Z28,P,24,W,-0.121257,0.121257
H1.Z28,P,25,W1,-0.117162,0.117162
H1.Z28,P,26,I1,-0.06388,0.06388
H1.Z28,P,27,Sc,-0.03063,0.03063
H1.Z28,P,28,W_out,-0.026393,0.026393
H1.Z28,P,29,f,-0.024064,0.024064
H1.Z28,P,30,Dc,0.006503,0.006503
H2.T.Z31,P,1,P2,0.997699,0.997699
H2.T.Z31,P,2,I2,0.996665,0.996665
H2.T.Z31,P,3,I3,0.996557,0.996557
H2.T.Z31,P,4,P1,0.996277,0.996277
H2.T.Z31,P,5,I1,0.996018,0.996018
H2.T.Z31,P,6,P3,0.994624,0.994624
H2.T.Z31,P,7,Q,0.991702,0.991702
H2.T.Z31,P,8,PF,-0.897423,0.897423
H2.T.Z31,P,9,PF1,-0.818189,0.818189
H2.T.Z31,P,10,PF2,-0.691167,0.691167
H2.T.Z31,P,11,U2,-0.448896,0.448896
H2.T.Z31,P,12,U1,-0.439244,0.439244
H2.T.Z31,P,13,U3,-0.414504,0.414504
H2.T.Z31,P,14,Igc,0.363858,0.363858
H2.T.Z31,P,15,Igm,0.363734,0.363734
H2.T.Z31,P,16,Ua,-0.204214,0.204214
H2.T.Z31,P,17,Sc,0.195243,0.195243
H2.T.Z31,P,18,Ta,0.158209,0.158209
H2.T.Z31,P,19,rho,-0.14108,0.14108
H2.T.Z31,P,20,PF3,0.117264,0.117264
H2.T.Z31,P,21,H,0.110096,0.110096
H2.T.Z31,P,22,Dc,0.069876,0.069876
H2.T.Z31,P,23,W,0.047849,0.047849
H2.T.Z31,P,24,f,-0.044057,0.044057
H2.T.Z31,P,25,WQ_in,0.044,0.044
H2.T.Z31,P,26,W_in,0.043811,0.043811
H2.T.Z31,P,27,WQ,0.043592,0.043592
H2.T.Z31,P,28,WQ_out,0.040712,0.040712
H2.T.Z31,P,29,W_out,0.037558,0.037558
H2.T.Z31,P,30,Dp,0.036497,0.036497
H2.T.Z31,P,31,Ah,0.027866,0.027866
H2.T.Z32,P,1,I1,0.957757,0.957757
H2.T.Z32,P,2,I2,0.95132,0.95132
H2.T.Z32,P,3,P2,0.944074,0.944074
H2.T.Z32,P,4,I3,0.942803,0.942803
H2.T.Z32,P,5,P1,0.934863,0.934863
H2.T.Z32,P,6,P3,0.934533,0.934533
H2.T.Z32,P,7,Q,0.929043,0.929043
H2.T.Z32,P,8,PF1,-0.692536,0.692536
H2.T.Z32,P,9,PF2,-0.691087,0.691087
H2.T.Z32,P,10,PF,-0.675984,0.675984
H2.T.Z32,P,11,PF3,-0.457825,0.457825
H2.T.Z32,P,12,U2,-0.373293,0.373293
H2.T.Z32,P,13,U1,-0.366288,0.366288
H2.T.Z32,P,14,U3,-0.322481,0.322481
H2.T.Z32,P,15,WQ_in,0.262267,0.262267
H2.T.Z32,P,16,W_in,0.261546,0.261546
H2.T.Z32,P,17,WQ,0.26154,0.26154
H2.T.Z32,P,18,W,0.238188,0.238188
H2.T.Z32,P,19,WQ_out,0.188351,0.188351
H2.T.Z32,P,20,Igc,0.187729,0.187729
H2.T.Z32,P,21,Igm,0.18627,0.18627
H2.T.Z32,P,22,Sc,0.161755,0.161755
H2.T.Z32,P,23,Dc,0.062861,0.062861
H2.T.Z32,P,24,Ua,-0.042283,0.042283
H2.T.Z32,P,25,Ah,-0.03954,0.03954
H2.T.Z32,P,26,Dp,-0.030863,0.030863
H2.T.Z32,P,27,f,0.023077,0.023077
H2.T.Z32,P,28,H,-0.020587,0.020587
H2.T.Z32,P,29,Ta,-0.003143,0.003143
H2.T.Z32,P,30,rho,-0.001114,0.001114
H2.T.Z33,P,1,P2,0.994269,0.994269
H2.T.Z33,P,2,P1,0.990206,0.990206
H2.T.Z33,P,3,P3,0.989983,0.989983
H2.T.Z33,P,4,PF2,0.74246,0.74246
H2.T.Z33,P,5,PF1,0.73368,0.73368
H2.T.Z33,P,6,PF,0.732879,0.732879
H2.T.Z33,P,7,PF3,0.724443,0.724443
H2.T.Z33,P,8,I1,0.6497,0.6497
H2.T.Z33,P,9,I3,0.62545,0.62545
H2.T.Z33,P,10,I2,0.603736,0.603736
H2.T.Z33,P,11,Q,0.433745,0.433745
H2.T.Z33,P,12,U2,-0.411452,0.411452
H2.T.Z33,P,13,U1,-0.36178,0.36178
H2.T.Z33,P,14,Igc,-0.297457,0.297457
H2.T.Z33,P,15,Igm,-0.296188,0.296188
H2.T.Z33,P,16,U3,-0.249267,0.249267
H2.T.Z33,P,17,WQ,-0.213191,0.213191
H2.T.Z33,P,18,WQ_in,-0.208516,0.208516
H2.T.Z33,P,19,W,-0.203409,0.203409
H2.T.Z33,P,20,W_in,-0.201914,0.201914
H2.T.Z33,P,21,f,-0.200142,0.200142
H2.T.Z33,P,22,WQ_out,-0.178232,0.178232
H2.T.Z33,P,23,W_out,-0.172894,0.172894
H2.T.Z33,P,24,Ua,0.13657,0.13657
H2.T.Z33,P,25,Ta,-0.116115,0.116115
H2.T.Z33,P,26,H,-0.088493,0.088493
H2.T.Z33,P,27,rho,0.086906,0.086906
H2.T.Z33,P,28,Sc,-0.049619,0.049619
H2.T.Z33,P,29,Dp,-0.046422,0.046422
H2.T.Z33,P,30,Ah,-0.040152,0.040152
H2.T.Z33,P,31,Dc,0.034464,0.034464
H2.T.Z34,P,1,P2,0.839203,0.839203
H2.T.Z34,P,2,I2,0.837985,0.837985
H2.T.Z34,P,3,P1,0.827672,0.827672
H2.T.Z34,P,4,P3,0.826747,0.826747
H2.T.Z34,P,5,I3,0.826741,0.826741
H2.T.Z34,P,6,I1,0.823846,0.823846
H2.T.Z34,P,7,Q,0.581646,0.581646
H2.T.Z34,P,8,WQ,-0.463462,0.463462
H2.T.Z34,P,9,WQ_in,-0.451848,0.451848
H2.T.Z34,P,10,W_in,-0.436249,0.436249
H2.T.Z34,P,11,WQ_out,-0.39319,0.39319
H2.T.Z34,P,12,PF2,0.267977,0.267977
H2.T.Z34,P,13,PF1,0.201892,0.201892
H2.T.Z34,P,14,PF,0.199985,0.199985
H2.T.Z34,P,15,W,-0.174046,0.174046
H2.T.Z34,P,16,f,0.166135,0.166135
H2.T.Z34,P,17,PF3,0.161089,0.161089
H2.T.Z34,P,18,Igm,0.15916,0.15916
H2.T.Z34,P,19,Igc,0.158512,0.158512
H2.T.Z34,P,20,U3,0.142821,0.142821
H2.T.Z34,P,21,U1,0.139489,0.139489
H2.T.Z34,P,22,U2,0.134282,0.134282
H2.T.Z34,P,23,Ua,-0.106103,0.106103
H2.T.Z34,P,24,Ta,0.04822,0.04822
H2.T.Z34,P,25,rho,-0.037743,0.037743
H2.T.Z34,P,26,H,0.024793,0.024793
H2.T.Z34,P,27,Dp,-0.024479,0.024479
H2.T.Z34,P,28,Ah,-0.012709,0.012709
H2.T.Z34,P,29,Dc,-0.010278,0.010278
H2.T.Z34,P,30,Sc,0.006309,0.006309
H2.T.Z30,P,1,P3,0.991574,0.991574
H2.T.Z30,P,2,I3,0.990546,0.990546
H2.T.Z30,P,3,I1,0.988348,0.988348
H2.T.Z30,P,4,P1,0.987441,0.987441
H2.T.Z30,P,5,P2,0.987156,0.987156
H2.T.Z30,P,6,I2,0.986754,0.986754
H2.T.Z30,P,7,Q,0.783797,0.783797
H2.T.Z30,P,8,PF,0.764774,0.764774
H2.T.Z30,P,9,PF3,0.761033,0.761033
H2.T.Z30,P,10,PF2,0.757751,0.757751
H2.T.Z30,P,11,PF1,0.685354,0.685354
H2.T.Z30,P,12,U1,-0.404219,0.404219
H2.T.Z30,P,13,U2,-0.404215,0.404215
H2.T.Z30,P,14,Igc,0.377093,0.377093
H2.T.Z30,P,15,Igm,0.374858,0.374858
H2.T.Z30,P,16,U3,-0.359837,0.359837
H2.T.Z30,P,17,Sc,0.206931,0.206931
H2.T.Z30,P,18,Ua,-0.160808,0.160808
H2.T.Z30,P,19,W_in,-0.135728,0.135728
H2.T.Z30,P,20,WQ_in,-0.131965,0.131965
H2.T.Z30,P,21,WQ_out,-0.126025,0.126025
H2.T.Z30,P,22,WQ,0.125724,0.125724
H2.T.Z30,P,23,f,-0.114197,0.114197
H2.T.Z30,P,24,Ta,0.105671,0.105671
H2.T.Z30,P,25,W,-0.105476,0.105476
H2.T.Z30,P,26,rho,-0.1036,0.1036
H2.T.Z30,P,27,Dc,0.086835,0.086835
H2.T.Z30,P,28,H,0.06812,0.06812
H2.T.Z30,P,29,Dp,0.01754,0.01754
H2.T.Z30,P,30,Ah,0.006915,0.006915
H1.Z13,P,1,P2,0.99725,0.99725
H1.Z13,P,2,P1,0.996963,0.996963
H1.Z13,P,3,P3,0.996028,0.996028
H1.Z13,P,4,I3,0.967735,0.967735
H1.Z13,P,5,I1,0.961972,0.961972
H1.Z13,P,6,I2,0.961396,0.961396
H1.Z13,P,7,Q,0.787285,0.787285
H1.Z13,P,8,PF3,0.558868,0.558868
H1.Z13,P,9,PF2,0.547309,0.547309
H1.Z13,P,10,PF,0.546203,0.546203
H1.Z13,P,11,PF1,0.485835,0.485835
H1.Z13,P,12,WQ_in,-0.407384,0.407384
H1.Z13,P,13,WQ,-0.407384,0.407384
H1.Z13,P,14,W,-0.406868,0.406868
H1.Z13,P,15,W_in,-0.406868,0.406868
H1.Z13,P,16,WQ_out,-0.339633,0.339633
H1.Z13,P,17,W_out,-0.311911,0.311911
H1.Z13,P,18,U2,-0.299456,0.299456
H1.Z13,P,19,U1,-0.296207,0.296207
H1.Z13,P,20,U3,-0.285992,0.285992
H1.Z13,P,21,f,-0.242188,0.242188
H1.Z13,P,22,Igm,0.168037,0.168037
H1.Z13,P,23,Igc,0.166,0.166
H1.Z13,P,24,Ua,-0.147846,0.147846
H1.Z13,P,25,Ah,-0.098748,0.098748
H1.Z13,P,26,Dp,-0.095707,0.095707
H1.Z13,P,27,Sc,0.052951,0.052951
H1.Z13,P,28,H,-0.027329,0.027329
H1.Z13,P,29,Ta,0.02618,0.02618
H1.Z13,P,30,rho,-0.024171,0.024171
H1.Z13,P,31,Dc,0.006071,0.006071
H1.Z14,P,1,P2,0.997138,0.997138
H1.Z14,P,2,P1,0.996833,0.996833
H1.Z14,P,3,P3,0.99599,0.99599
H1.Z14,P,4,I3,0.967721,0.967721
H1.Z14,P,5,I2,0.9611,0.9611
H1.Z14,P,6,I1,0.960917,0.960917
H1.Z14,P,7,Q,0.788876,0.788876
H1.Z14,P,8,PF3,0.565845,0.565845
H1.Z14,P,9,PF2,0.552751,0.552751
H1.Z14,P,10,PF,0.547818,0.547818
H1.Z14,P,11,PF1,0.527003,0.527003
H1.Z14,P,12,WQ_in,-0.408003,0.408003
H1.Z14,P,13,WQ,-0.408003,0.408003
H1.Z14,P,14,W_in,-0.407431,0.407431
H1.Z14,P,15,W,-0.407431,0.407431
H1.Z14,P,16,WQ_out,-0.383859,0.383859
H1.Z14,P,17,W_out,-0.332169,0.332169
H1.Z14,P,18,f,-0.316113,0.316113
H1.Z14,P,19,U2,-0.296236,0.296236
H1.Z14,P,20,U1,-0.293604,0.293604
H1.Z14,P,21,U3,-0.282694,0.282694
H1.Z14,P,22,Igm,0.170991,0.170991
H1.Z14,P,23,Igc,0.168932,0.168932
H1.Z14,P,24,Ua,-0.150313,0.150313
H1.Z14,P,25,Ah,-0.094781,0.094781
H1.Z14,P,26,Dp,-0.091893,0.091893
H1.Z14,P,27,Sc,0.052572,0.052572
H1.Z14,P,28,Ta,0.030941,0.030941
H1.Z14,P,29,rho,-0.028376,0.028376
H1.Z14,P,30,H,-0.022557,0.022557
H1.Z14,P,31,Dc,0.006288,0.006288
H1.Z10,P,1,I3,0.952218,0.952218
H1.Z10,P,2,P3,0.945168,0.945168
H1.Z10,P,3,I2,0.93836,0.93836
H1.Z10,P,4,P2,0.928621,0.928621
H1.Z10,P,5,P1,0.926008,0.926008
H1.Z10,P,6,I1,0.919655,0.919655
H1.Z10,P,7,Q,0.550267,0.550267
H1.Z10,P,8,PF,0.358158,0.358158
H1.Z10,P,9,PF3,0.307756,0.307756
H1.Z10,P,10,PF2,0.306382,0.306382
H1.Z10,P,11,PF1,0.221047,0.221047
H1.Z10,P,12,U2,-0.17157,0.17157
H1.Z10,P,13,U1,-0.167741,0.167741
H1.Z10,P,14,U3,-0.162098,0.162098
H1.Z10,P,15,W_out,-0.149972,0.149972
H1.Z10,P,16,Igc,0.131757,0.131757
H1.Z10,P,17,Igm,0.131064,0.131064
H1.Z10,P,18,f,-0.109625,0.109625
H1.Z10,P,19,WQ_in,-0.06926,0.06926
H1.Z10,P,20,W_in,-0.065921,0.065921
H1.Z10,P,21,W,-0.065897,0.065897
H1.Z10,P,22,WQ,0.064202,0.064202
H1.Z10,P,23,WQ_out,-0.064159,0.064159
H1.Z10,P,24,Sc,0.059252,0.059252
H1.Z10,P,25,Ua,-0.046527,0.046527
H1.Z10,P,26,Dc,0.043692,0.043692
H1.Z10,P,27,Dp,-0.042095,0.042095
H1.Z10,P,28,Ah,-0.033876,0.033876
H1.Z10,P,29,H,-0.018903,0.018903
H1.Z10,P,30,rho,0.014945,0.014945
H1.Z10,P,31,Ta,-0.006608,0.006608
H1.Z17,P,1,P2,0.996685,0.996685
H1.Z17,P,2,P3,0.996338,0.996338
H1.Z17,P,3,P1,0.994431,0.994431
H1.Z17,P,4,I1,0.98687,0.98687
H1.Z17,P,5,I3,0.892637,0.892637
H1.Z17,P,6,I2,0.781989,0.781989
H1.Z17,P,7,PF1,-0.691333,0.691333
H1.Z17,P,8,PF2,-0.626948,0.626948
H1.Z17,P,9,PF,-0.602968,0.602968
H1.Z17,P,10,PF3,-0.54277,0.54277
H1.Z17,P,11,Igm,0.401975,0.401975
H1.Z17,P,12,Ta,0.401953,0.401953
H1.Z17,P,13,Igc,0.399143,0.399143
H1.Z17,P,14,U3,-0.376516,0.376516
H1.Z17,P,15,rho,-0.367363,0.367363
H1.Z17,P,16,U2,-0.358432,0.358432
H1.Z17,P,17,H,0.353659,0.353659
H1.Z17,P,18,U1,-0.342588,0.342588
H1.Z17,P,19,Ua,-0.329639,0.329639
H1.Z17,P,20,W1,-0.244867,0.244867
H1.Z17,P,21,W,-0.243957,0.243957
H1.Z17,P,22,W2,-0.243456,0.243456
H1.Z17,P,23,W3,-0.243446,0.243446
H1.Z17,P,24,Ah,0.227953,0.227953
H1.Z17,P,25,Dp,0.227754,0.227754
H1.Z17,P,26,W_in,-0.124194,0.124194
H1.Z17,P,27,f,-0.086307,0.086307
H1.Z17,P,28,Sc,0.079407,0.079407
H1.Z17,P,29,Dc,0.042345,0.042345
H1.Z18,P,1,I1,0.988236,0.988236
H1.Z18,P,2,P1,0.984948,0.984948
H1.Z18,P,3,I3,0.978675,0.978675
H1.Z18,P,4,P3,0.970487,0.970487
H1.Z18,P,5,I2,0.963859,0.963859
H1.Z18,P,6,P2,0.962548,0.962548
H1.Z18,P,7,Q,0.946686,0.946686
H1.Z18,P,8,PF1,0.400676,0.400676
H1.Z18,P,9,PF3,0.346621,0.346621
H1.Z18,P,10,PF,0.32888,0.32888
H1.Z18,P,11,PF2,0.260959,0.260959
H1.Z18,P,12,U2,-0.197586,0.197586
H1.Z18,P,13,U1,-0.18987,0.18987
H1.Z18,P,14,U3,-0.180814,0.180814
H1.Z18,P,15,WQ_out,-0.165639,0.165639
H1.Z18,P,16,W_in,-0.159793,0.159793
H1.Z18,P,17,W,-0.159793,0.159793
H1.Z18,P,18,WQ_in,-0.155617,0.155617
H1.Z18,P,19,WQ,-0.155582,0.155582
H1.Z18,P,20,Igc,0.143875,0.143875
H1.Z18,P,21,Igm,0.143165,0.143165
H1.Z18,P,22,f,-0.086524,0.086524
H1.Z18,P,23,Sc,0.052589,0.052589
H1.Z18,P,24,Ua,-0.049258,0.049258
H1.Z18,P,25,Dc,0.038119,0.038119
H1.Z18,P,26,Ta,0.020933,0.020933
H1.Z18,P,27,rho,-0.010905,0.010905
H1.Z18,P,28,Dp,-0.010723,0.010723
H1.Z18,P,29,Ah,-0.009795,0.009795
H1.Z18,P,30,H,0.008198,0.008198
H1.Z19,P,1,P3,0.961174,0.961174
H1.Z19,P,2,I3,0.890973,0.890973
H1.Z19,P,3,Q,0.785344,0.785344
H1.Z19,P,4,P1,0.7796,0.7796
H1.Z19,P,5,P2,0.777113,0.777113
H1.Z19,P,6,I1,0.745024,0.745024
H1.Z19,P,7,I2,0.743576,0.743576
H1.Z19,P,8,PF2,0.691675,0.691675
H1.Z19,P,9,PF1,0.502679,0.502679
H1.Z19,P,10,PF,0.471828,0.471828
H1.Z19,P,11,PF3,0.184879,0.184879
H1.Z19,P,12,WQ,-0.131483,0.131483
H1.Z19,P,13,U2,-0.127977,0.127977
H1.Z19,P,14,Ua,0.124705,0.124705
H1.Z19,P,15,U1,-0.122914,0.122914
H1.Z19,P,16,W,-0.114891,0.114891
H1.Z19,P,17,W_in,-0.114495,0.114495
H1.Z19,P,18,U3,-0.110909,0.110909
H1.Z19,P,19,WQ_in,-0.109768,0.109768
H1.Z19,P,20,f,-0.09836,0.09836
H1.Z19,P,21,Igm,-0.061568,0.061568
H1.Z19,P,22,Igc,-0.061539,0.061539
H1.Z19,P,23,WQ_out,-0.061184,0.061184
H1.Z19,P,24,Dp,0.059942,0.059942
H1.Z19,P,25,Ah,0.047831,0.047831
H1.Z19,P,26,W_out,0.043886,0.043886
H1.Z19,P,27,Ta,-0.026008,0.026008
H1.Z19,P,28,Dc,0.014786,0.014786
H1.Z19,P,29,rho,0.01275,0.01275
H1.Z19,P,30,Sc,-0.007755,0.007755
H1.Z19,P,31,H,0.005137,0.005137
H1.Z21,P,1,P1,0.993056,0.993056
H1.Z21,P,2,P2,0.992134,0.992134
H1.Z21,P,3,P3,0.971412,0.971412
H1.Z21,P,4,I1,0.970157,0.970157
H1.Z21,P,5,I2,0.965522,0.965522
H1.Z21,P,6,I3,0.860421,0.860421
H1.Z21,P,7,Q,0.825132,0.825132
H1.Z21,P,8,PF1,0.21362,0.21362
H1.Z21,P,9,PF3,0.167327,0.167327
H1.Z21,P,10,WQ_out,-0.15658,0.15658
H1.Z21,P,11,W,-0.154172,0.154172
H1.Z21,P,12,W_in,-0.154054,0.154054
H1.Z21,P,13,U2,-0.15139,0.15139
H1.Z21,P,14,WQ_in,-0.149152,0.149152
H1.Z21,P,15,WQ,-0.148108,0.148108
H1.Z21,P,16,PF2,0.1462,0.1462
H1.Z21,P,17,U1,-0.14069,0.14069
H1.Z21,P,18,U3,-0.129309,0.129309
H1.Z21,P,19,f,-0.126771,0.126771
H1.Z21,P,20,W_out,-0.122008,0.122008
H1.Z21,P,21,PF,0.113856,0.113856
H1.Z21,P,22,Igc,0.110669,0.110669
H1.Z21,P,23,Igm,0.110277,0.110277
H1.Z21,P,24,Sc,0.048461,0.048461
