date,meter_urn,measurement,anomaly_hours,anomaly_count,max_z_score,value_change_ratio,target_mean,baseline_mean
2023-04-20,H2.ZE67,I1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.783,0.5472,2.71,5.984
2023-04-20,H2.ZE67,P2,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.776,0.5545,481.469,1080.735
2023-04-20,H2.ZE67,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.773,0.5528,1465.38,3276.896
2023-04-20,H2.ZE67,P1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.77,0.547,489.93,1081.583
2023-04-20,H2.Z67,P2,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.721,0.5572,488.225,1102.556
2023-04-20,H2.Z67,Q,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.714,0.5531,1133.773,2536.905
2023-04-20,H2.Z67,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.711,0.5547,1487.757,3340.725
2023-04-20,H2.Z67,P1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.708,0.5516,495.583,1105.286
2023-04-20,H2.ZE67,I3,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.646,0.5427,2.522,5.516
2023-04-20,H1.Z27,I2,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",6,3.641,0.4992,59.044,39.382
2023-04-20,H1.Z27,I3,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",6,3.608,0.5126,57.866,38.255
2023-04-20,H1.Z27,P2,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",6,3.585,0.492,12149.588,8142.958
2023-04-20,H1.Z28,I1,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 22:00:00+00:00']",7,3.574,0.2805,-80.741,-63.054
2023-04-20,H1.Z27,I1,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",6,3.572,0.4942,58.27,38.998
2023-04-20,H1.Z27,P3,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",5,3.566,0.5126,11789.343,7794.135
2023-04-20,H1.Z27,P,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",5,3.558,0.4973,36028.099,24061.585
2023-04-20,H2.ZE67,P3,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.534,0.568,561.104,1298.816
2023-04-20,H1.Z27,P1,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",5,3.519,0.488,12089.167,8124.521
2023-04-20,H3.Z41,I1,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00']",2,3.493,0.4018,11.892,8.483
2023-04-20,H2.Z67,P3,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.431,0.5445,556.046,1220.708
2023-04-20,H4.Z51,I3,"['2023-04-20 11:00:00+00:00', '2023-04-20 14:00:00+00:00']",2,3.407,0.1604,7.181,6.188
2023-04-20,H2.Z67,I3,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.4,0.5446,3.017,6.626
2023-04-20,H2.Z67,I1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.393,0.5374,3.125,6.756
2023-04-20,H4.ZE51,I3,"['2023-04-20 11:00:00+00:00', '2023-04-20 14:00:00+00:00']",2,3.382,0.1597,9.46,8.157
2023-04-20,H2.Z67,I2,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,3.369,0.5232,3.165,6.637
2023-04-20,H1.Z28,I2,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 22:00:00+00:00']",6,3.351,0.1979,-81.519,-68.05
2023-04-20,H1.Z25,Q,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.335,0.6,2308.403,5771.303
2023-04-20,H4.Z51,P3,"['2023-04-20 11:00:00+00:00', '2023-04-20 14:00:00+00:00']",2,3.33,0.2229,1228.962,1004.94
2023-04-20,H4.ZE51,P3,"['2023-04-20 11:00:00+00:00', '2023-04-20 14:00:00+00:00']",2,3.315,0.2184,1626.589,1335.031
2023-04-20,H1.Z24,Q,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.29,0.597,3040.143,7544.646
2023-04-20,H1.Z29,I3,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 22:00:00+00:00']",10,3.287,1.4782,207.384,83.684
2023-04-20,H1.Z15,I3,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 22:00:00+00:00']",3,3.281,0.2327,-166.607,-135.152
2023-04-20,H1.Z15,I1,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 22:00:00+00:00']",5,3.279,0.1762,-138.485,-117.743
2023-04-20,H1.Z15,I2,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 22:00:00+00:00']",4,3.274,0.2058,-142.854,-118.469
2023-04-20,H1.Z28,I3,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 22:00:00+00:00']",4,3.255,0.2682,-56.995,-44.941
2023-04-20,H2.T.Z33,I2,"['2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00']",2,3.217,0.2171,78.985,64.896
2023-04-20,H1.Z29,I1,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 22:00:00+00:00']",11,3.202,1.4462,228.943,93.589
2023-04-20,H1.Z29,I2,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 22:00:00+00:00']",11,3.202,1.4352,213.344,87.61
2023-04-20,H1.Z25,I1,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.198,0.571,7.039,16.409
2023-04-20,H1.Z24,I2,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.183,0.5645,7.415,17.028
2023-04-20,H1.Z24,I3,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.163,0.5791,6.99,16.606
2023-04-20,H1.Z25,I2,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.152,0.5921,6.815,16.706
2023-04-20,H1.Z25,P3,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.152,0.6507,851.31,2436.94
2023-04-20,H1.Z29,P3,"['2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 22:00:00+00:00']",7,3.147,3.7845,-46432.507,-9704.789
2023-04-20,H1.Z24,I1,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.131,0.6021,6.454,16.219
2023-04-20,H1.Z25,I3,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.129,0.591,4.659,11.392
2023-04-20,H1.Z29,P,"['2023-04-20 02:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 22:00:00+00:00']",6,3.123,3.8368,-145511.089,-30084.459
2023-04-20,H1.Z29,P2,"['2023-04-20 02:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 22:00:00+00:00']",8,3.119,3.9256,-47801.689,-9704.807
2023-04-20,H1.Z29,P1,"['2023-04-20 02:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 19:00:00+00:00']",6,3.106,3.8046,-51279.009,-10672.864
2023-04-20,H1.Z24,P1,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 13:00:00+00:00']",3,3.089,0.64,961.009,2669.634
2023-04-20,H1.Z25,P,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.032,0.6091,3101.729,7934.007
2023-04-20,H1.Z25,P2,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,3.018,0.6093,1096.728,2807.328
2023-04-21,H1.Z16,Q,"['2023-04-21 06:00:00+00:00', '2023-04-21 07:00:00+00:00']",2,561.096,1.1803,106.681,48.93
2023-04-21,H2.ZE74,I2,"['2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00']",3,63.401,0.4915,2.075,1.391
2023-04-21,H2.ZE74,P2,"['2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00']",3,62.036,0.9996,321.068,160.57
2023-04-21,H2.ZE74,P,"['2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00']",3,40.723,0.3276,642.274,483.801
2023-04-21,H1.Z16,I2,"['2023-04-21 06:00:00+00:00', '2023-04-21 07:00:00+00:00']",2,23.21,0.1274,1.274,1.13
2023-04-21,H1.Z16,I1,"['2023-04-21 06:00:00+00:00', '2023-04-21 07:00:00+00:00']",2,22.685,0.1245,1.267,1.127
2023-04-21,H1.Z16,P,"['2023-04-21 06:00:00+00:00', '2023-04-21 07:00:00+00:00']",2,15.308,0.1054,494.56,447.405
2023-04-21,H1.Z14,P2,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,12.127,0.3335,1822.696,2734.597
2023-04-21,H1.Z14,P1,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,11.912,0.3446,1700.117,2594.165
2023-04-21,H1.Z13,P2,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,11.802,0.3343,1950.35,2929.784
2023-04-21,H1.Z13,P1,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,11.745,0.3485,1788.74,2745.627
2023-04-21,H1.Z14,P,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,11.287,0.3386,5289.529,7996.879
2023-04-21,H1.Z13,P,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,11.121,0.3407,5614.341,8516.232
2023-04-21,H1.K14,Tdiff,"['2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00']",4,10.327,0.5228,-1191.92,-782.719
2023-04-21,H1.Z14,P3,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,9.984,0.3379,1766.614,2668.183
2023-04-21,H1.Z13,P3,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,9.92,0.3397,1875.662,2840.822
2023-04-21,H2.K21,Tdiff,"['2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",10,8.69,0.9038,-27.5,-286.005
2023-04-21,H1.W12,qv,"['2023-04-21 13:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 17:00:00+00:00']",3,8.331,0.1136,13.929,15.715
2023-04-21,H1.Z14,I2,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.834,0.3155,13.269,19.386
2023-04-21,H1.Z13,I2,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.78,0.3182,13.891,20.374
2023-04-21,H1.Z14,I1,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.768,0.3315,12.525,18.735
2023-04-21,H1.Z13,I1,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.695,0.3339,13.096,19.659
2023-04-21,H1.Z14,I3,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.414,0.3193,13.016,19.123
2023-04-21,H1.Z13,I3,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.378,0.3217,13.731,20.243
2023-04-21,H1.Z27,P2,"['2023-04-21 08:00:00+00:00', '2023-04-21 09:00:00+00:00', '2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00']",6,6.312,1.1146,19227.67,9092.632
2023-04-21,H1.K11,Tdiff,"['2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00', '2023-04-21 14:00:00+00:00', '2023-04-21 15:00:00+00:00', '2023-04-21 16:00:00+00:00', '2023-04-21 17:00:00+00:00', '2023-04-21 18:00:00+00:00', '2023-04-21 19:00:00+00:00', '2023-04-21 20:00:00+00:00', '2023-04-21 21:00:00+00:00', '2023-04-21 22:00:00+00:00', '2023-04-21 23:00:00+00:00']",12,6.034,0.3945,-415.236,-685.818
2023-04-21,H1.Z27,P,"['2023-04-21 08:00:00+00:00', '2023-04-21 09:00:00+00:00', '2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00']",6,6.005,1.0618,55201.114,26773.511
2023-04-21,H1.Z27,P1,"['2023-04-21 08:00:00+00:00', '2023-04-21 09:00:00+00:00', '2023-04-21 10:00:00+00:00', '2023-04-21 11:00:00+00:00', '2023-04-21 12:00:00+00:00', '2023-04-21 13:00:00+00:00']",6,5.862,1.0239,18168.72,8977.088
